skill1|MaouHeathclif_Main_S1_Timeline_1	0	windup
skill1|MaouHeathclif_Main_S1_Timeline_1	0.25	slash
skill1|MaouHeathclif_Main_S1_Timeline_1	0.333333343	followthrough
skill1|MaouHeathclif_Main_S1_Timeline_1	0.433333337	idle
skill1|MaouHeathclif_Main_S2_Timeline_2	0	windup
skill1|MaouHeathclif_Main_S2_Timeline_2	0.166666661	slash
skill1|MaouHeathclif_Main_S2_Timeline_2	0.266666655	followthrough
skill2|MaouHeathclif_Main_S1_Timeline_1	0	windup
skill2|MaouHeathclif_Main_S1_Timeline_1	0.25	slash
skill2|MaouHeathclif_Main_S1_Timeline_1	0.333333343	followthrough
skill2|MaouHeathclif_Main_S1_Timeline_1	0.433333337	idle
skill2|MaouHeathclif_Main_S2_Timeline_2	0	windup
skill2|MaouHeathclif_Main_S2_Timeline_2	0.166666661	slash
skill2|MaouHeathclif_Main_S2_Timeline_2	0.266666655	followthrough
skill2|MaouHeathclif_Main_S5_Timeline_3	0	windup
skill2|MaouHeathclif_Main_S5_Timeline_3	0.133333353	slash
skill2|MaouHeathclif_Main_S5_Timeline_3	0.29999998	followthrough
skill2|MaouHeathclif_Main_S5_Timeline_3	0.466666667	idle
skill3|Heathclif_WHunt_S2_Timeline_1	0	windup
skill3|Heathclif_WHunt_S2_Timeline_1	0.0833333333	windup
skill3|Heathclif_WHunt_S2_Timeline_1	0.116666661	slash
skill3|Heathclif_WHunt_S2_Timeline_1	0.216666655	followthrough
skill3|Heathclif_WHunt_S2_Timeline_2_1	0	followthrough
skill3|Heathclif_WHunt_S2_Timeline_2_1	0.116666667	windup
skill3|Heathclif_WHunt_S2_Timeline_2_1	0.266666655	slash
skill3|Heathclif_WHunt_S2_Timeline_3	0	slash
skill3|Heathclif_WHunt_S2_Timeline_3	0.2	slash
skill3|Heathclif_WHunt_S2_Timeline_3	0.249999988	thrust
skill3|Heathclif_WHunt_S2_Timeline_3	1.58333333	thrust
skill3|Heathclif_WHunt_S2_Timeline_3	1.70000003	idle
counter|MaouHeathclif_Main_S1_Timeline_1	0	windup
counter|MaouHeathclif_Main_S1_Timeline_1	0.25	slash
counter|MaouHeathclif_Main_S1_Timeline_1	0.333333343	followthrough
counter|MaouHeathclif_Main_S1_Timeline_1	0.433333337	idle
counter|MaouHeathclif_Main_S2_Timeline_2	0	windup
counter|MaouHeathclif_Main_S2_Timeline_2	0.166666661	slash
counter|MaouHeathclif_Main_S2_Timeline_2	0.266666655	followthrough
counter|MaouHeathclif_Main_S5_Timeline_3	0	windup
counter|MaouHeathclif_Main_S5_Timeline_3	0.133333353	slash
counter|MaouHeathclif_Main_S5_Timeline_3	0.29999998	followthrough
counter|MaouHeathclif_Main_S5_Timeline_3	0.466666667	idle
transform|Heathclif_WHunt_Ride_Start_Timeline	0	transform_start
transform|Heathclif_WHunt_Ride_Start_Timeline	0.533333361	windup
transform|Heathclif_WHunt_Ride_Start_Timeline	0.766666651	slash
transform|Heathclif_WHunt_Ride_Start_Timeline	0.899999976	idle
parry|Heathclif_WHunt_Parrying_Timeline_1	2.77555756e-17	windup
parry|Heathclif_WHunt_Parrying_Timeline_1	0.0166666667	windup
parry|Heathclif_WHunt_Parrying_Timeline_1	0.049999994	slash
parry|Heathclif_WHunt_Parrying_Timeline_1	0.149999988	followthrough
parry|Heathclif_WHunt_Parrying_Timeline_2	0	windup
parry|Heathclif_WHunt_Parrying_Timeline_2	0.149999988	slash
parry|Heathclif_WHunt_Parrying_Timeline_3	0	followthrough
parry|Heathclif_WHunt_Parrying_Timeline_3	0.133333341	idle
